sprite;spawn_biome;dex_number;name;type;HP;attack;defense;special_attack;special_defense;speed;total
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png;monster;66;Machop;Fighting;70;80;50;35;35;35;305
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png;Sem Spawn;67;Machoke;Fighting;80;100;70;50;60;45;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png;Sem Spawn;68;Machamp;Fighting;90;130;80;65;85;55;505
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png;forest;69;Bellsprout;Grass / Poison;50;75;35;70;30;40;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png;forest;70;Weepinbell;Grass / Poison;65;90;50;85;45;55;390
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png;taiga+jungle;71;Victreebel;Grass / Poison;80;105;65;100;70;70;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png;ocean;72;Tentacool;Water / Poison;40;40;35;50;100;70;335
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png;ocean;73;Tentacruel;Water / Poison;80;70;65;80;120;100;515
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png;deep_dark;74;Geodude;Rock / Terrestre;40;80;100;30;30;20;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png;deep_dark;75;Graveler;Rock / Terrestre;55;95;115;45;45;35;390
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png;caves;76;Golem;Rock / Terrestre;80;120;130;55;65;45;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png;mesa;77;Ponyta;Fire;50;85;55;65;65;90;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png;mesa;78;Rapidash;Fire;65;100;70;80;80;105;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png;beach;79;Slowpoke;Water / Psychic;90;65;65;40;40;15;315
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png;beach;80;Slowbro;Water / Psychic;95;75;110;100;80;30;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png;monster;81;Magnemite;Electric / Steel;25;35;70;95;55;45;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png;Sem Spawn;82;Magneton;Electric / Steel;50;60;95;120;70;70;465
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png;ocean;83;Farfetchd;Normal / Flying;52;90;55;58;62;60;377
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png;savanna;84;Doduo;Normal / Flying;35;85;45;35;35;75;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png;savanna;85;Dodrio;Normal / Flying;60;110;70;60;60;110;470
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png;ocean;86;Seel;Water;65;45;55;45;70;45;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png;ocean;87;Dewgong;Water / Ice;90;70;80;70;95;70;475
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png;swamp;88;Grimer;Poison;80;80;50;40;50;25;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png;Sem Spawn;89;Muk;Poison;105;105;75;65;100;50;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png;beach;90;Shellder;Water;30;65;100;45;25;40;305
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png;Sem Spawn;91;Cloyster;Water / Ice;50;95;180;85;45;70;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png;monster;92;Gastly;Ghost / Poison;30;35;30;100;35;80;310
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png;monster;93;Haunter;Ghost / Poison;45;50;45;115;55;95;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png;Sem Spawn;94;Gengar;Ghost / Poison;60;65;60;130;75;110;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png;monster;95;Onix;Rock / Terrestre;35;45;160;30;45;70;385
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png;roofed;96;Drowzee;Psychic;60;48;45;43;90;42;328
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png;roofed;97;Hypno;Psychic;85;73;70;73;115;67;483
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png;sea;98;Krabby;Water;30;105;90;25;25;50;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png;sea;99;Kingler;Water;55;130;115;50;50;75;475
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png;forest;100;Voltorb;Electric;40;30;50;55;55;100;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png;Sem Spawn;101;Electrode;Electric;60;50;70;80;80;150;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png;jungle;102;Exeggcute;Grass / Psychic;60;40;80;60;45;40;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png;Sem Spawn;103;Exeggutor;Grass / Psychic;95;95;85;125;75;55;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png;savanna;104;Cubone;Terrestre;50;50;95;40;50;35;320
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png;savanna;105;Marowak;Terrestre;60;80;110;50;80;45;425
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png;savanna;106;Hitmonlee;Fighting;50;120;53;35;110;87;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png;savanna;107;Hitmonchan;Fighting;50;105;79;35;110;76;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png;cherry_grove;108;Lickitung;Normal;90;55;75;60;75;30;385
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png;mesa;109;Koffing;Poison;40;65;95;60;45;35;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png;mesa;110;Weezing;Poison;65;90;120;85;70;60;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png;mesa;111;Rhyhorn;Terrestre / Rock;80;85;95;30;30;25;345
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png;mesa;112;Rhydon;Terrestre / Rock;105;130;120;45;45;40;485
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png;savanna;113;Chansey;Normal;250;5;5;35;105;50;450
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png;jungle;114;Tangela;Grass;65;55;115;100;40;60;435
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png;savanna;115;Kangaskhan;Normal;105;95;80;40;80;90;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png;ocean+river;116;Horsea;Water;30;40;70;70;25;60;295
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png;ocean+river;117;Seadra;Water;55;65;95;95;45;85;440
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png;ocean;118;Goldeen;Water;45;67;60;35;50;63;320
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png;ocean;119;Seaking;Water;80;92;65;65;80;68;450
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png;ocean+river;120;Staryu;Water;30;45;55;70;55;85;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png;Sem Spawn;121;Starmie;Water / Psychic;60;75;85;100;85;115;520
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png;Sem Spawn;122;Mr. Mime;Psychic / Fairy;40;45;65;100;120;90;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png;plains;123;Scyther;Bug / Flying;70;110;80;55;80;105;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png;Sem Spawn;124;Jynx;Ice / Psychic;65;50;35;115;95;95;455
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png;Sem Spawn;125;Electabuzz;Electric;65;83;57;95;85;105;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png;Sem Spawn;126;Magmar;Fire;65;95;57;100;85;93;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png;taiga;127;Pinsir;Bug;65;125;100;55;70;85;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png;savanna;128;Tauros;Normal;75;100;95;40;70;110;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png;ocean;129;Magikarp;Water;20;10;55;15;20;80;200
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png;ocean;130;Gyarados;Water / Flying;95;125;79;60;100;81;540
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png;ocean;131;Lapras;Water / Ice;130;85;80;85;95;60;535
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png;swamp;132;Ditto;Normal;48;48;48;48;48;48;288
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png;plains;133;Eevee;Normal;55;55;50;45;65;55;325
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png;Sem Spawn;134;Vaporeon;Water;130;65;60;110;95;65;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png;Sem Spawn;135;Jolteon;Electric;65;65;60;110;95;130;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png;Sem Spawn;136;Flareon;Fire;65;130;60;95;110;65;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png;side quest laboratory;137;Porygon;Normal;65;60;70;85;75;40;395
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png;fossil;138;Omanyte;Rock / Water;35;40;100;90;55;35;355
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png;Sem Spawn;139;Omastar;Rock / Water;70;60;125;115;70;55;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png;deep_dark;140;Kabuto;Rock / Water;30;80;90;55;45;55;355
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png;fossil;141;Kabutops;Rock / Water;60;115;105;65;70;80;495
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png;Sem Spawn;142;Aerodactyl;Rock / Flying;80;105;65;60;75;130;515
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png;plains;143;Snorlax;Normal;160;110;65;65;110;30;540
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png;Sem Spawn;144;Articuno;Ice / Flying;90;85;100;95;125;85;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png;plains;145;Zapdos;Electric / Flying;90;90;85;125;90;100;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png;mesa;146;Moltres;Fire / Flying;90;100;90;125;85;90;580
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png;savanna;147;Dratini;Dragon;41;64;45;50;50;50;300
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png;savanna;148;Dragonair;Dragon;61;84;65;70;70;70;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png;Sem Spawn;149;Dragonite;Dragon / Flying;91;134;95;100;100;80;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png;Sem Spawn;150;Mewtwo;Psychic;106;110;90;154;90;130;680
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png;Sem Spawn;151;Mew;Psychic;100;100;100;100;100;100;600
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png;forest;152;Chikorita;Grass;45;49;65;49;65;45;318
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png;jungle;153;Bayleef;Grass;60;62;80;63;80;60;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png;Sem Spawn;154;Meganium;Grass;80;82;100;83;100;80;525
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png;mesa;155;Cyndaquil;Fire;39;52;43;60;50;65;309
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png;mesa;156;Quilava;Fire;58;64;58;80;65;80;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png;Sem Spawn;157;Typhlosion;Fire;78;84;78;109;85;100;534
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png;river;158;Totodile;Water;50;65;64;44;48;43;314
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png;beach;159;Croconaw;Water;65;80;80;59;63;58;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png;Sem Spawn;160;Feraligatr;Water;85;105;100;79;83;78;530
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png;monster;161;Sentret;Normal;35;46;34;35;45;20;215
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png;monster;162;Furret;Normal;85;76;64;45;55;90;415
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png;monster;163;Hoothoot;Normal / Flying;60;30;30;36;56;50;262
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png;monster;164;Noctowl;Normal / Flying;100;50;50;86;96;70;452
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png;forest;165;Ledyba;Bug / Flying;40;20;30;40;80;55;265
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png;forest;166;Ledian;Bug / Flying;55;35;50;55;110;85;390
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png;forest;167;Spinarak;Bug / Poison;40;60;40;40;40;30;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png;forest;168;Ariados;Bug / Poison;70;90;70;60;70;40;400
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png;Sem Spawn;169;Crobat;Poison / Flying;85;90;80;70;80;130;535
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png;Sem Spawn;170;Chinchou;Water / Electric;75;38;38;56;56;67;330
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png;Sem Spawn;171;Lanturn;Water / Electric;125;58;58;76;76;67;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png;Sem Spawn;172;Pichu;Electric;20;40;15;35;35;60;205
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png;Sem Spawn;173;Cleffa;Fairy;50;25;28;45;55;15;218
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png;Sem Spawn;174;Igglybuff;Normal / Fairy;90;30;15;40;20;15;210
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png;egg;175;Togepi;Fairy;35;20;65;40;65;20;245
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png;Sem Spawn;176;Togetic;Fairy / Flying;55;40;85;80;105;40;405
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png;Sem Spawn;177;Natu;Psychic / Flying;40;50;45;70;45;70;320
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png;Sem Spawn;178;Xatu;Psychic / Flying;65;75;70;95;70;95;470
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png;taiga;179;Mareep;Electric;55;40;40;65;45;35;280
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png;taiga;180;Flaaffy;Electric;70;55;55;80;60;45;365
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png;taiga;181;Ampharos;Electric;90;75;85;115;90;55;510
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png;Sem Spawn;182;Bellossom;Grass;75;80;95;90;100;50;490
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png;Sem Spawn;183;Marill;Water / Fairy;70;20;50;20;50;40;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png;Sem Spawn;184;Azumarill;Water / Fairy;100;50;80;60;80;50;420
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png;plains;185;Sudowoodo;Rock;70;100;115;30;65;30;410
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png;Sem Spawn;186;Politoed;Water;90;75;75;90;100;70;500
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png;plains;187;Hoppip;Grass / Flying;35;35;40;35;55;50;250
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png;plains;188;Skiploom;Grass / Flying;55;45;50;45;65;80;340
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png;plains;189;Jumpluff;Grass / Flying;75;55;70;55;95;110;460
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png;Sem Spawn;190;Aipom;Normal;55;70;55;40;55;85;360
https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png;Sem Spawn;191;Sunkern;Grass;30;30;30;30;30;30;180
