ï»¿sprite,nÂº,spawn_biome,dex_number,name,type
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,p100,forest,100.0, Voltorb , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,p101,nÃ£o spawna,101.0, Electrode , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,p102,forest,102.0, Exeggcute , Grama / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,p103,nÃ£o spawna,103.0, Exeggutor , Grama / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,p104,savanna,104.0, Cubone , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,p105,nÃ£o spawna,105.0, Marowak , Terrestre
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,p106,savanna,106.0, Hitmonlee , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,p107,savanna,107.0, Hitmonchan , Lutador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,p108,cherry_grove,108.0, Lickitung , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,p109,mesa,109.0, Koffing , Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,p110,mesa,110.0, Weezing , Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,p111,savanna+mesa,111.0, Rhyhorn , Terrestre / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,p112,savanna+mesa,112.0, Rhydon , Terrestre / Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,p113,savanna,113.0, Chansey , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,p114,jungle,114.0, Tangela , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,p115,savanna,115.0, Kangaskhan , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,p116,ocean+river,116.0, Horsea , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,p117,ocean+river,117.0, Seadra , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,p118,ocean+river,118.0, Goldeen , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,p119,ocean+river,119.0, Seaking , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,p120,ocean+river,120.0, Staryu , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,p121,nÃ£o spawna,121.0, Starmie , Ãgua / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,p122,nÃ£o spawna,122.0, Mr. Mime , PsÃ­quico / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,p123,plains+mutated,123.0, Scyther , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,p124,nÃ£o spawna,124.0, Jynx , Gelo / PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,p125,nÃ£o spawna,125.0, Electabuzz , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,p126,nÃ£o spawna,126.0, Magmar , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,p127,taiga ,127.0, Pinsir , Inseto
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,p128,savanna,128.0, Tauros , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,p129,ocean+river,129.0, Magikarp , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,p130,ocean+river,130.0, Gyarados , Ãgua / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,p131,ocean,131.0, Lapras , Ãgua / Gelo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,p132,side quest laboratory,132.0, Ditto , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,p133,plains,133.0, Eevee , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,p134,nÃ£o spawna,134.0, Vaporeon , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,p135,nÃ£o spawna,135.0, Jolteon , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,p136,nÃ£o spawna,136.0, Flareon , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,p137,side quest laboratory,137.0, Porygon , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,p138,nÃ£o spawna,138.0, Omanyte , Pedra / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,p139,nÃ£o spawna,139.0, Omastar , Pedra / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,p140,nÃ£o spawna,140.0, Kabuto , Pedra / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,p141,nÃ£o spawna,141.0, Kabutops , Pedra / Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,p142,nÃ£o spawna,142.0, Aerodactyl , Pedra / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,p143,Plains,143.0, Snorlax , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,p144,nÃ£o spawna,144.0, Articuno , Gelo / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,p145,nÃ£o spawna,145.0, Zapdos , ElÃ©trico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,p146,mesa,146.0, Moltres , Fogo / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,p147,nÃ£o spawna,147.0, Dratini , DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,p148,nÃ£o spawna,148.0, Dragonair , DragÃ£o
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,p149,nÃ£o spawna,149.0, Dragonite , DragÃ£o / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,p150,nÃ£o spawna,150.0, Mewtwo , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,p151,nÃ£o spawna,151.0, Mew , PsÃ­quico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,p152,forest,152.0, Chikorita , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,p153,nÃ£o spawna,153.0, Bayleef , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,p154,nÃ£o spawna,154.0, Meganium , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,p155,mesa+desert,155.0, Cyndaquil , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,p156,nÃ£o spawna,156.0, Quilava , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,p157,nÃ£o spawna,157.0, Typhlosion , Fogo
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,p158,river,158.0, Totodile , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,p159,nÃ£o spawna,159.0, Croconaw , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,p160,nÃ£o spawna,160.0, Feraligatr , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,p161,plains,161.0, Sentret , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,p162,plains,162.0, Furret , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,p163,em toda parte  a noite,163.0, Hoothoot , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,p164,em toda parte  a noite,164.0, Noctowl , Normal / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,p165,forest,165.0, Ledyba , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,p166,forest,166.0, Ledian , Inseto / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,p167,forest,167.0, Spinarak , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,p168,forest,168.0, Ariados , Inseto / Venenoso
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,p169,nÃ£o spawna,169.0, Crobat , Venenoso / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,p170,nÃ£o spawna,170.0, Chinchou , Ãgua / ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,p171,nÃ£o spawna,171.0, Lanturn , Ãgua / ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,p172,nÃ£o spawna,172.0, Pichu , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,p173,nÃ£o spawna,173.0, Cleffa , Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,p174,nÃ£o spawna,174.0, Igglybuff , Normal / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,p175,nÃ£o spawna,175.0, Togepi , Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,p176,nÃ£o spawna,176.0, Togetic , Fada / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,p177,nÃ£o spawna,177.0, Natu , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,p178,nÃ£o spawna,178.0, Xatu , PsÃ­quico / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,p179,taiga+plains,179.0, Mareep , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,p180,taiga+plains,180.0, Flaaffy , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,p181,taiga+plains,181.0, Ampharos , ElÃ©trico
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,p182,nÃ£o spawna,182.0, Bellossom , Grama
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,p183,nÃ£o spawna,183.0, Marill , Ãgua / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,p184,nÃ£o spawna,184.0, Azumarill , Ãgua / Fada
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,p185,plains,185.0, Sudowoodo , Pedra
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,p186,nÃ£o spawna,186.0, Politoed , Ãgua
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,p187,plains+mutated,187.0, Hoppip , Grama / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,p188,plains+mutated,188.0, Skiploom , Grama / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,p189,plains+mutated,189.0, Jumpluff , Grama / Voador
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,p190,nÃ£o spawna,190.0, Aipom , Normal
https://raw.gith1.pngubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,p191,nÃ£o spawna,191.0, Sunkern , Grama
